rho,mu,D,V,e,L,Re,eD,f,delta_P
1000,0.00127,0.098,2.35,0.0008,3.57,181338.582677165,0.00816326530612245,0.0355631318568985,3577.23827845208
1000,0.00127,0.098,2.49,0.0008,3.57,192141.732283465,0.00816326530612245,0.0358921934645005,4053.31950845062
1000,0.00127,0.098,2.66,0.0008,3.57,205259.842519685,0.00816326530612245,0.0355631318568985,4583.26974432151
1000,0.00119,0.098,2.72,0.0008,3.57,224000,0.00816326530612245,0.0358921934645005,4836.70893232707
1000,0.00119,0.098,3.11,0.0008,3.57,256117.647058824,0.00816326530612245,0.0354813389233575,6250.76141722533
1000,0.00119,0.098,3.58,0.0008,3.57,294823.529411765,0.00816326530612245,0.0358921934645005,8378.7300443713
1000,0.00116,0.098,3.71,0.0008,3.57,313431.034482759,0.00816326530612245,0.0349140315478586,8753.06117965068
1000,0.00116,0.098,3.87,0.0008,3.57,326948.275862069,0.00816326530612245,0.0355631318568985,9701.3924803167
1000,0.00116,0.098,4.18,0.0008,3.57,353137.931034483,0.00816326530612245,0.0354813389233575,11291.8398058672
1000,0.00116,0.098,4.24,0.0008,3.57,358206.896551724,0.00816326530612245,0.0361409862639613,11834.3349741459
1000,0.00116,0.098,4.45,0.0008,3.57,375948.275862069,0.00816326530612245,0.0355631318568985,12827.2088744314
1000,0.00116,0.098,4.71,0.0008,3.57,397913.793103448,0.00816326530612245,0.0354813389233575,14336.8571826045
1000,0.00116,0.098,4.95,0.0008,3.57,418189.655172414,0.00816326530612245,0.0363078054770101,16204.0114959723
1000,0.00116,0.098,4.99,0.0008,3.57,421568.965517241,0.00816326530612245,0.0349140315478586,15834.8238300666
1000,0.00115,0.098,5.14,0.0008,3.57,438017.391304348,0.00816326530612245,0.0349140315478586,16801.12576499
1000,0.00115,0.098,5.31,0.0008,3.57,452504.347826087,0.00816326530612245,0.0354813389233575,18222.2158575932
1000,0.00115,0.098,5.35,0.0008,3.57,455913.043478261,0.00816326530612245,0.0355631318568985,18540.4260072421
1000,0.00115,0.098,5.48,0.0008,3.57,466991.304347826,0.00816326530612245,0.0363078054770101,19859.7264290847
1000,0.00115,0.098,5.76,0.0008,3.57,490852.173913044,0.00816326530612245,0.0357272838151929,21590.2221810193
1000,0.00115,0.098,6.09,0.0008,3.57,518973.913043478,0.00816326530612245,0.0355631318568985,24024.0780434692
1000,0.00115,0.098,6.56,0.0008,3.57,559026.086956522,0.00816326530612245,0.0361409862639613,28328.2550253318
1000,0.00115,0.098,6.7,0.0008,3.57,570956.52173913,0.00816326530612245,0.0354813389233575,29010.9366134805
1000,0.00115,0.098,7.21,0.0008,3.57,614417.391304348,0.00816326530612245,0.0355631318568985,33673.0669788829
1000,0.0012,0.098,8.4,0.0008,3.57,686000,0.00816326530612245,0.0352370871042487,45286.7043463805
1000,0.0012,0.098,8.96,0.0008,3.57,731733.333333333,0.00816326530612245,0.0358921934645005,52484.1495217221
1000,0.00092,0.098,7.7,0.0008,3.57,820217.391304348,0.00816326530612245,0.0357272838151929,38582.7869741222
1000,0.00092,0.098,7.74,0.0008,3.57,824478.260869565,0.00816326530612245,0.0354813389233575,38716.3195871185
1000,0.00092,0.098,8.36,0.0008,3.57,890521.739130435,0.00816326530612245,0.0355631318568985,45271.4807398288
1000,0.00092,0.098,8.6,0.0008,3.57,916086.956521739,0.00816326530612245,0.0358921934645005,48351.3993072705
1000,0.00129,0.02434,0.249,0.0004,7.05,4698.18604651163,0.0164338537387017,0.0390840895792402,350.943531181541
1000,0.00129,0.02434,0.27,0.0004,7.05,5094.41860465116,0.0164338537387017,0.0389045144994281,410.739127042082
1000,0.00129,0.02434,0.296,0.0004,7.05,5584.99224806202,0.0164338537387017,0.0390840895792402,495.931814454637
1000,0.00129,0.02434,0.307,0.0004,7.05,5792.54263565891,0.0164338537387017,0.0395366620068128,539.653873156013
1000,0.00129,0.02434,0.323,0.0004,7.05,6094.43410852713,0.0164338537387017,0.0382824743316823,578.420387532417
1000,0.00129,0.02434,0.355,0.0004,7.05,6698.21705426357,0.0164338537387017,0.0384591782045354,701.932342424965
1000,0.00129,0.02434,0.392,0.0004,7.05,7396.34108527132,0.0164338537387017,0.0394457302075278,877.830530825747
1000,0.00129,0.02434,0.402,0.0004,7.05,7585.02325581395,0.0164338537387017,0.0378442584717093,885.708175836851
1000,0.00129,0.02434,0.45,0.0004,7.05,8490.6976744186,0.0164338537387017,0.0378442584717093,1109.84818201878
1000,0.00129,0.02434,0.455,0.0004,7.05,8585.03875968992,0.0164338537387017,0.0382824743316823,1147.78710357522
1000,0.00123,0.02434,0.48,0.0004,7.05,9498.53658536585,0.0164338537387017,0.0378442584717093,1262.76059820803
1000,0.00123,0.02434,0.516,0.0004,7.05,10210.9268292683,0.0164338537387017,0.0384591782045354,1482.98907172943
1000,0.00123,0.02434,0.566,0.0004,7.05,11200.3577235772,0.0164338537387017,0.0382824743316823,1776.11634031128
1000,0.00123,0.02434,0.608,0.0004,7.05,12031.4796747967,0.0164338537387017,0.0390840895792402,2092.40479203066
1000,0.00123,0.02434,0.674,0.0004,7.05,13337.5284552845,0.0164338537387017,0.0389045144994281,2559.51889816418
1000,0.00123,0.02434,0.684,0.0004,7.05,13535.4146341463,0.0164338537387017,0.039719154946944,2691.22960036658
1000,0.00123,0.02434,0.785,0.0004,7.05,15534.0650406504,0.0164338537387017,0.039719154946944,3544.68674225808
1000,0.00123,0.02434,0.942,0.0004,7.05,18640.8780487805,0.0164338537387017,0.0406443329165213,5223.24446858379
1000,0.00123,0.02434,0.987,0.0004,7.05,19531.3658536585,0.0164338537387017,0.0414954042634363,5854.27140828159
1000,0.00123,0.02434,1.03,0.0004,7.05,20382.2764227642,0.0164338537387017,0.0409260659730011,6288.00671538282
1000,0.00128,0.02434,2.02,0.0004,7.05,38411.5625,0.0164338537387017,0.0435511873685569,25736.0141293662
1000,0.00128,0.02434,2.37,0.0004,7.05,45067.03125,0.0164338537387017,0.0440554863506553,35837.2964676483
1000,0.00116,0.02434,3,0.0004,7.05,62948.275862069,0.0164338537387017,0.0443608643931433,57820.3953521968
1000,0.00116,0.02434,3.79,0.0004,7.05,79524.6551724138,0.0164338537387017,0.0452897579903621,94214.3307289028
1000,0.00116,0.02434,4.4,0.0004,7.05,92324.1379310345,0.0164338537387017,0.0452897579903621,126982.507982509
1000,0.00107,0.02434,4.7,0.0004,7.05,106914.018691589,0.0164338537387017,0.0448745389933132,143560.268957562
1000,0.00107,0.02434,5.15,0.0004,7.05,117150.46728972,0.0164338537387017,0.0446683592150963,171574.604125737
1000,0.00107,0.02434,5.98,0.0004,7.05,136031.028037383,0.0164338537387017,0.0446683592150963,231334.771359336
1000,0.00107,0.02434,6.64,0.0004,7.05,151044.485981308,0.0164338537387017,0.0446683592150963,285216.539393424
1000,0.00128,0.0487,0.7,0.0008,7.05,26632.8125,0.0164271047227926,0.0433510878387529,1537.53935255618
1000,0.00128,0.0487,0.725,0.0008,7.05,27583.984375,0.0164271047227926,0.0426579518801593,1622.9538603379
1000,0.00128,0.0487,0.954,0.0008,7.05,36296.71875,0.0164271047227926,0.0433510878387529,2855.79421508371
1000,0.00128,0.0487,1.132,0.0008,7.05,43069.0625,0.0164271047227926,0.0443608643931433,4114.55634367085
1000,0.00128,0.0487,1.44,0.0008,7.05,54787.5,0.0164271047227926,0.045081670454146,6766.36068345694
1000,0.00105,0.0487,1.46,0.0008,7.05,67716.1904761905,0.0164271047227926,0.045081670454146,6955.62038621567
1000,0.00105,0.0487,1.54,0.0008,7.05,71426.6666666667,0.0164271047227926,0.0458141886714533,7864.50878301019
1000,0.00105,0.0487,2.11,0.0008,7.05,97863.8095238095,0.0164271047227926,0.0453941616650203,14628.3408357218
1000,0.00105,0.0487,2.72,0.0008,7.05,126156.19047619,0.0164271047227926,0.0448745389933132,24030.7855696233
1000,0.00105,0.0487,3.74,0.0008,7.05,173464.761904762,0.0164271047227926,0.0453941616650203,45959.2956747921
1000,0.00105,0.0487,4.06,0.0008,7.05,188306.666666667,0.0164271047227926,0.0453941616650203,54160.4454077185
1000,0.00105,0.0487,4.54,0.0008,7.05,210569.523809524,0.0164271047227926,0.0443608643931433,66182.3015123847
1000,0.00105,0.0487,6.4,0.0008,7.05,296838.095238095,0.0164271047227926,0.0453941616650203,134582.969976228
1000,0.00105,0.0487,9.75,0.0008,7.05,452214.285714286,0.0164271047227926,0.0448745389933132,308773.052715764
1000,0.00111,0.0964,0.99,0.0016,7.05,85978.3783783784,0.016597510373444,0.0452897579903621,1623.12690474479
1000,0.00111,0.0964,1.35,0.0016,7.05,117243.243243243,0.016597510373444,0.0453941616650203,3025.16888186318
1000,0.00111,0.0964,1.71,0.0016,7.05,148508.108108108,0.016597510373444,0.0456036915951296,4876.11913839676
1000,0.00111,0.0964,1.93,0.0016,7.05,167614.414414414,0.016597510373444,0.0452897579903621,6168.74340116708
1000,0.00111,0.0964,2.07,0.0016,7.05,179772.972972973,0.016597510373444,0.0448745389933132,7031.09196334936
1000,0.00108,0.0964,2.46,0.0016,7.05,219577.777777778,0.016597510373444,0.0453941616650203,10045.0545983447
1000,0.00108,0.0964,2.48,0.0016,7.05,221362.962962963,0.016597510373444,0.0453941616650203,10209.0527797044
1000,0.00108,0.0964,2.69,0.0016,7.05,240107.407407407,0.016597510373444,0.0456036915951296,12066.648095945
1000,0.00108,0.0964,3,0.0016,7.05,267777.777777778,0.016597510373444,0.0456036915951296,15008.0613677955
1000,0.00108,0.0964,3.12,0.0016,7.05,278488.888888889,0.016597510373444,0.0458141886714533,16307.6460027694
1000,0.00108,0.0964,3.68,0.0016,7.05,328474.074074074,0.016597510373444,0.0453941616650203,22479.0381705042
1000,0.00108,0.0964,3.9,0.0016,7.05,348111.111111111,0.016597510373444,0.0456036915951296,25363.6237115744
1000,0.00108,0.0964,4.06,0.0016,7.05,362392.592592593,0.016597510373444,0.0453941616650203,27361.1378771358
1000,0.0009,0.0964,4.85,0.0016,7.05,519488.888888889,0.016597510373444,0.0456036915951296,39225.2359471078
1000,0.0009,0.0964,6.03,0.0016,7.05,645880,0.016597510373444,0.0456036915951296,60634.0687320306
1000,0.0009,0.0964,6.82,0.0016,7.05,730497.777777778,0.016597510373444,0.0453941616650203,77205.9616465148
1000,0.0009,0.0964,7.69,0.0016,7.05,823684.444444445,0.016597510373444,0.0456036915951296,98613.1353168991
1000,0.0009,0.0964,8.55,0.0016,7.05,915800,0.016597510373444,0.0446683592150963,119402.746592983
1000,0.0009,0.0964,9.34,0.0016,7.05,1000417.77777778,0.016597510373444,0.0456036915951296,145470.804250718
1000,0.00126,0.02412,0.308,0.0008,7.05,5896,0.033167495854063,0.0496592321450336,688.467194389627
1000,0.00126,0.02412,0.345,0.0008,7.05,6604.28571428571,0.033167495854063,0.0500034534976979,869.801211040062
1000,0.00126,0.02412,0.374,0.0008,7.05,7159.42857142857,0.033167495854063,0.0509330871057195,1041.17809429099
1000,0.00126,0.02412,0.42,0.0008,7.05,8040,0.033167495854063,0.0515228644581756,1328.251755752
1000,0.00126,0.02412,0.466,0.0008,7.05,8920.57142857143,0.033167495854063,0.052119471110508,1654.06911013139
1000,0.00123,0.02412,0.51,0.0008,7.05,10000.9756097561,0.033167495854063,0.0537031796370253,2041.37207745256
1000,0.00123,0.02412,0.56,0.0008,7.05,10981.4634146341,0.033167495854063,0.0542000890401624,2484.03592158197
1000,0.00123,0.02412,0.606,0.0008,7.05,11883.5121951219,0.033167495854063,0.0544502652842421,2922.31526191053
1000,0.00123,0.02412,0.612,0.0008,7.05,12001.1707317073,0.033167495854063,0.0554625712957911,3035.88042680443
1000,0.00123,0.02412,0.664,0.0008,7.05,13020.8780487805,0.033167495854063,0.0563637655825954,3631.76698738896
1000,0.00123,0.02412,0.694,0.0008,7.05,13609.1707317073,0.033167495854063,0.0549540873857625,3868.12730444673
1000,0.00123,0.02412,0.77,0.0008,7.05,15099.5121951219,0.033167495854063,0.0554625712957911,4805.77316697731
1000,0.00123,0.02412,0.8,0.0008,7.05,15687.8048780488,0.033167495854063,0.0567544605408547,5308.37740382124
1000,0.00123,0.02412,0.95,0.0008,7.05,18629.2682926829,0.033167495854063,0.0575439937337157,7589.77722077079
1000,0.00123,0.02412,0.995,0.0008,7.05,19511.7073170732,0.033167495854063,0.0570164272280747,8249.50669534923
1000,0.00123,0.02412,1.05,0.0008,7.05,20590.243902439,0.033167495854063,0.0587489352529777,9465.86738952478
1000,0.00123,0.02412,1.115,0.0008,7.05,21864.8780487805,0.033167495854063,0.0579428696426881,10527.6527774936
1000,0.00123,0.02412,1.18,0.0008,7.05,23139.5121951219,0.033167495854063,0.0599791076255509,12205.2261956387
1000,0.00123,0.02412,1.24,0.0008,7.05,24316.0975609756,0.033167495854063,0.0591561634175474,13293.0668312456
1000,0.00123,0.02412,1.31,0.0008,7.05,25688.7804878049,0.033167495854063,0.0591561634175474,14836.2590980102
1000,0.00121,0.02412,1.334,0.0008,7.05,26591.8016528926,0.033167495854063,0.0605340874753914,15743.2168310131
1000,0.00123,0.02412,1.49,0.0008,7.05,29218.5365853659,0.033167495854063,0.0609536897240169,19776.7240924926
1000,0.00123,0.02412,1.69,0.0008,7.05,33140.487804878,0.033167495854063,0.0602559586074358,25150.9982549713
1000,0.00122,0.02412,1.965,0.0008,7.05,38849.0163934426,0.033167495854063,0.060394862937638,34080.5760832709
1000,0.00121,0.02412,2.14,0.0008,7.05,42658.5123966942,0.033167495854063,0.059841159506032,40050.6311612865
1000,0.00121,0.02412,2.66,0.0008,7.05,53024.132231405,0.033167495854063,0.0602559586074358,62308.1836255296
1000,0.0012,0.02412,3.25,0.0008,7.05,65325,0.033167495854063,0.060394862937638,93228.4663233944
1000,0.0012,0.02412,3.64,0.0008,7.05,73164,0.033167495854063,0.059841159506032,115873.622725692
1000,0.00118,0.02412,3.75,0.0008,7.05,76652.5423728814,0.033167495854063,0.0597035286583837,122699.940835356
1000,0.00117,0.02412,4.47,0.0008,7.05,92150.7692307692,0.033167495854063,0.0601173737483278,175548.395388726
1000,0.00117,0.02412,4.84,0.0008,7.05,99778.4615384615,0.033167495854063,0.060394862937638,206762.864918846
1000,0.00117,0.02412,5.32,0.0008,7.05,109673.846153846,0.033167495854063,0.0602559586074358,249232.734502118
1000,0.00108,0.02412,5.6,0.0008,7.05,125066.666666667,0.033167495854063,0.060394862937638,276794.764866428
1000,0.00108,0.02412,6.4,0.0008,7.05,142933.333333333,0.033167495854063,0.0599791076255509,359039.115895835
1000,0.00108,0.02412,6.75,0.0008,7.05,150750,0.033167495854063,0.060394862937638,402151.194968962
1000,0.00098,0.02412,7.88,0.0008,7.05,193944.489795918,0.033167495854063,0.0601173737483278,545549.614012667
1000,0.00132,0.0482,0.755,0.0016,7.05,27568.9393939394,0.033195020746888,0.059566214352901,2483.16733322005
1000,0.00132,0.0482,0.865,0.0016,7.05,31585.6060606061,0.033195020746888,0.059841159506032,3274.49474666365
1000,0.00132,0.0482,0.95,0.0016,7.05,34689.393939394,0.033195020746888,0.0599791076255509,3958.76109601682
1000,0.00132,0.0482,1.08,0.0016,7.05,39436.3636363636,0.033195020746888,0.0602559586074358,5139.95828157653
1000,0.00128,0.0482,1.285,0.0016,7.05,48388.28125,0.033195020746888,0.060394862937638,7293.20361262571
1000,0.00128,0.0482,1.5,0.0016,7.05,56484.375,0.033195020746888,0.059841159506032,9846.78830564764
1000,0.00127,0.0482,1.84,0.0016,7.05,69833.0708661418,0.033195020746888,0.059566214352901,14748.4958086922
1000,0.00126,0.0482,1.935,0.0016,7.05,74021.4285714286,0.033195020746888,0.0599791076255509,16423.8141437491
1000,0.0012,0.0482,2.12,0.0016,7.05,85153.3333333333,0.033195020746888,0.0602559586074358,19805.4085225631
1000,0.00118,0.0482,2.18,0.0016,7.05,89047.4576271187,0.033195020746888,0.0601173737483278,20894.1674207567
1000,0.00118,0.0482,2.46,0.0016,7.05,100484.745762712,0.033195020746888,0.059841159506032,26483.9218268699
1000,0.00118,0.0482,2.48,0.0016,7.05,101301.694915254,0.033195020746888,0.059566214352901,26792.6360532197
1000,0.00098,0.0482,2.54,0.0016,7.05,124926.530612245,0.033195020746888,0.0599791076255509,28299.5491269386
1000,0.00098,0.0482,2.8,0.0016,7.05,137714.285714286,0.033195020746888,0.0606736329588505,34787.8946151617
1000,0.00098,0.0482,2.91,0.0016,7.05,143124.489795918,0.033195020746888,0.0608135001278718,37661.5388283346
1000,0.00098,0.0482,3.37,0.0016,7.05,165748.979591837,0.033195020746888,0.059841159506032,49701.7733815154
1000,0.00098,0.0482,3.5,0.0016,7.05,172142.857142857,0.033195020746888,0.0602559586074358,53981.9006767082
1000,0.00096,0.0482,4.06,0.0016,7.05,203845.833333333,0.033195020746888,0.0599791076255509,72304.3040468729
1000,0.00096,0.0482,4.56,0.0016,7.05,228950,0.033195020746888,0.059566214352901,90581.9714223839
1000,0.00096,0.0482,5.12,0.0016,7.05,257066.666666667,0.033195020746888,0.0602559586074358,115518.623436694
1000,0.00096,0.0482,5.56,0.0016,7.05,279158.333333333,0.033195020746888,0.0602559586074358,136226.521204856
1000,0.00096,0.0482,5.68,0.0016,7.05,285183.333333333,0.033195020746888,0.059841159506032,141191.565792056
1000,0.00096,0.0482,6.52,0.0016,7.05,327358.333333333,0.033195020746888,0.060394862937638,187761.814927805
1000,0.00098,0.0482,7.5,0.0016,7.05,368877.551020408,0.033195020746888,0.0599791076255509,246737.187424871
1000,0.00098,0.0482,8.34,0.0016,7.05,410191.836734694,0.033195020746888,0.0602559586074358,306509.672710926
1000,0.00098,0.0482,9.96,0.0016,7.05,489869.387755102,0.033195020746888,0.0608135001278718,441195.180764625
1000,0.00072,0.0482,10.18,0.0016,7.05,681494.444444445,0.033195020746888,0.060394862937638,457728.167914774
1000,0.00072,0.0482,11.35,0.0016,7.05,759819.444444445,0.033195020746888,0.059841159506032,563772.394001908
1000,0.00072,0.0482,13.6,0.0016,7.05,910444.444444445,0.033195020746888,0.0599791076255509,811315.736641851
1000,0.00072,0.0482,15.2,0.0016,7.05,1017555.55555556,0.033195020746888,0.0602559586074358,1018120.68019156
1000,0.00076,0.0482,9.76,0.0016,7.05,618989.473684211,0.033195020746888,0.0602559586074358,419770.310359314
1000,0.00076,0.0482,11.3,0.0016,7.05,716657.894736842,0.033195020746888,0.059841159506032,558816.177221399
1000,0.00076,0.0482,13.42,0.0016,7.05,851110.526315789,0.033195020746888,0.0599791076255509,789981.852468347
1000,0.00076,0.0482,15.26,0.0016,7.05,967805.263157895,0.033195020746888,0.0602559586074358,1026174.33910395
1000,0.00118,0.13,0.0438869230769231,2.4384e-07,1.8,4835,1.87569230769231e-06,0.03797,0.50630244086462
1000,0.00118,0.13,0.0540893846153846,2.4384e-07,1.8,5959,1.87569230769231e-06,0.0361,0.731190331130977
1000,0.00118,0.13,0.0740858461538462,2.4384e-07,1.8,8162,1.87569230769231e-06,0.03364,1.27827894375102
1000,0.00118,0.13,0.0989384615384615,2.4384e-07,1.8,10900,1.87569230769231e-06,0.03088,2.09269894166955
1000,0.00118,0.13,0.1239,2.4384e-07,1.8,13650,1.87569230769231e-06,0.02903,3.08523895130769
1000,0.00118,0.13,0.172370769230769,2.4384e-07,1.8,18990,1.87569230769231e-06,0.0267,5.4920901577502
1000,0.00118,0.13,0.267133846153846,2.4384e-07,1.8,29430,1.87569230769231e-06,0.02386,11.787655385189
1000,0.00118,0.13,0.370792307692308,2.4384e-07,1.8,40850,1.87569230769231e-06,0.02086,19.855228661705
1000,0.00118,0.13,0.537535384615385,2.4384e-07,1.8,59220,1.87569230769231e-06,0.02,40.0076708834228
1000,0.00118,0.13,0.76936,2.4384e-07,1.8,84760,1.87569230769231e-06,0.01805,73.9665852457846
1000,0.00118,0.13,1.08923076923077,2.4384e-07,1.8,120000,1.87569230769231e-06,0.01686,138.483021137915
1000,0.00118,0.13,1.59753846153846,2.4384e-07,1.8,176000,1.87569230769231e-06,0.01594,281.63726604934
1000,0.00118,0.13,2.15758461538461,2.4384e-07,1.8,237700,1.87569230769231e-06,0.01511,486.9667345787
1000,0.00118,0.13,2.70673846153846,2.4384e-07,1.8,298200,1.87569230769231e-06,0.01462,741.547743991537
1000,0.00118,0.13,4.24618461538461,2.4384e-07,1.8,467800,1.87569230769231e-06,0.01365,1703.84291795929
1000,0.00118,0.13,5.33269230769231,2.4384e-07,1.8,587500,1.87569230769231e-06,0.01313,2584.97849889053
1000,0.00118,0.13,7.4812,2.4384e-07,1.8,824200,1.87569230769231e-06,0.01244,4820.16680857108
1000,0.00118,0.13,9.53076923076923,2.4384e-07,1.8,1050000,1.87569230769231e-06,0.01198,7533.76177605826
1000,0.00118,0.13,0.284198461538462,2.4384e-07,1.8,31310,1.87569230769231e-06,0.02364,13.2187404280513
1000,0.00118,0.13,0.376147692307692,2.4384e-07,1.8,41440,1.87569230769231e-06,0.02216,21.7062957825235
1000,0.00118,0.13,0.511575384615385,2.4384e-07,1.8,56360,1.87569230769231e-06,0.02061,37.3419013923391
1000,0.00118,0.13,0.67142,2.4384e-07,1.8,73970,1.87569230769231e-06,0.01929,60.2032493655415
1000,0.00118,0.13,0.893713846153846,2.4384e-07,1.8,98460,1.87569230769231e-06,0.01815,100.362797753184
1000,0.00118,0.13,1.3216,2.4384e-07,1.8,145600,1.87569230769231e-06,0.01666,201.453220312615
1000,0.00118,0.13,1.67741538461538,2.4384e-07,1.8,184800,1.87569230769231e-06,0.01594,310.505085819397
1000,0.00118,0.13,2.08406153846154,2.4384e-07,1.8,229600,1.87569230769231e-06,0.01529,459.756332759683
1000,0.00118,0.13,2.80023076923077,2.4384e-07,1.8,308500,1.87569230769231e-06,0.01461,793.11656349299
1000,0.00118,0.13,3.70429230769231,2.4384e-07,1.8,408100,1.87569230769231e-06,0.01384,1314.75777211014
1000,0.00118,0.13,4.88156923076923,2.4384e-07,1.8,537800,1.87569230769231e-06,0.01324,2184.26862717317
1000,0.00118,0.13,6.81404615384615,2.4384e-07,1.8,750700,1.87569230769231e-06,0.01249,4014.87230827697
1000,0.00118,0.13,9.29476923076923,2.4384e-07,1.8,1024000,1.87569230769231e-06,0.01183,7075.56500086154
1000,0.00118,0.13,12.1812307692308,2.4384e-07,1.8,1342000,1.87569230769231e-06,0.01131,11618.3405930698
1000,0.00118,0.13,16.2567692307692,2.4384e-07,1.8,1791000,1.87569230769231e-06,0.01079,19741.9061729396
1000,0.00118,0.13,21.3489230769231,2.4384e-07,1.8,2352000,1.87569230769231e-06,0.01028,32437.264085143
1000,0.00118,0.13,28.2201538461538,2.4384e-07,1.8,3109000,1.87569230769231e-06,0.00989,54527.3262821413
1000,0.00118,0.13,40.2833846153846,2.4384e-07,1.8,4438000,1.87569230769231e-06,0.00941,105715.991255733
1000,0.00118,0.13,55.3964615384615,2.4384e-07,1.8,6103000,1.87569230769231e-06,0.00897,190570.489755998
1000,0.00118,0.13,70.4096923076923,2.4384e-07,1.8,7757000,1.87569230769231e-06,0.00862,295849.824402786
1000,0.00118,0.13,93.5830769230769,2.4384e-07,1.8,10310000,1.87569230769231e-06,0.00825,500204.674818844
1000,0.00118,0.13,124.172307692308,2.4384e-07,1.8,13680000,1.87569230769231e-06,0.00798,851827.29743847
1000,0.00118,0.13,166.107692307692,2.4384e-07,1.8,18300000,1.87569230769231e-06,0.00767,1465122.74506509
1000,0.00118,0.13,219.026153846154,2.4384e-07,1.8,24130000,1.87569230769231e-06,0.0074,2457665.82628566
1000,0.00118,0.13,273.669230769231,2.4384e-07,1.8,30150000,1.87569230769231e-06,0.0072,3733220.10920346
1000,0.00118,0.13,322.593846153846,2.4384e-07,1.8,35540000,1.87569230769231e-06,0.00708,5100873.71677218
